Id,Name,Stage Name,Amount,Probability,Expected Revenue,Type,Lead Source,Forecast Category,Opportunity Source,CloseDate,Status,Created Date
0068d000009MWDVAA4,Opportunity for Vasquez1191,Closed Won,2101255,1,2101255,Existing Business,Partner,Closed,BDR,2/27/2029,Won,2/27/2023
0068d000009MWDWAA4,Opportunity for Tate1543,Closed Won,460956,1,460956,New Business,Word of mouth,Closed,BDR,3/8/2029,Won,3/8/2023
0068d000009MWDXAA4,Opportunity for Bates1547,Closed Won,3426450,1,3426450,New Business / Add-on,Partner,Closed,AE,6/12/2029,Won,6/12/2023
0068d000009MWDYAA4,Opportunity for McKinney1548,Qualification,3526355,0.1,352635.5,New Business / Add-on,Public Relations,Pipeline,AE,1/5/2030,Open,1/5/2022
0068d000009MWDZAA4,Opportunity for Banks1549,Closed Won,363901,1,363901,New Business,Advertisement,Closed,Alliances,5/17/2029,Won,5/17/2023
0068d000009MWDaAAO,Opportunity for Burgess1551,Closed Won,68600,1,68600,New Business / Add-on,Web,Closed,Marketing,7/25/2029,Won,7/25/2023
0068d000009MWDbAAO,Opportunity for Reynolds1553,Value Proposition,3464115,0.5,1732057.5,New Business / Add-on,Advertisement,Pipeline,BDR,10/1/2029,Open,10/1/2023
0068d000009MWDcAAO,Opportunity for Mitchell1555,Closed Won,123280,1,123280,New Business / Add-on,Advertisement,Closed,AE,8/15/2029,Won,8/15/2023
0068d000009MWDfAAO,Opportunity for Chapman1566,Closed Won,2294400,1,2294400,New Business / Add-on,Advertisement,Closed,Alliances,8/11/2028,Won,8/11/2022
0068d000009MWDhAAO,Opportunity for Munoz1931,Closed Won,1113000,1,1113000,New Business / Add-on,Partner,Closed,AE,9/14/2028,Won,9/14/2022
0068d000009MWINAA4,Opportunity for Butler582,Prospecting,224800,0.1,22480,New Business,Partner,Pipeline,BDR,12/26/2029,Open,12/26/2023
0068d000009MWIOAA4,Opportunity for Johnston583,Closed Won,399300,1,399300,New Business,Public Relations,Closed,Marketing,6/8/2029,Won,6/8/2023
0068d000009MWIPAA4,Opportunity for Dunn946,Closed Won,2389600,1,2389600,New Business / Add-on,Employee Referral,Closed,BDR,8/9/2029,Won,8/9/2023
0068d000009MWIQAA4,Opportunity for Davis947,Closed Won,1574960,1,1574960,Existing Business,Advertisement,Closed,Alliances,7/24/2029,Won,7/24/2023
0068d000009MWIRAA4,Opportunity for Stokes949,Needs Analysis,3915950,0.2,783190,Existing Business,Seminar - Internal,Pipeline,BDR,11/27/2029,Open,11/27/2023
0068d000009MWISAA4,Opportunity for Bryant952,Value Proposition,1379300,0.5,689650,New Business / Add-on,Partner,Pipeline,Marketing,8/31/2029,Open,8/31/2023
0068d000009MWITAA4,Opportunity for Salazar953,Perception Analysis,100267,0.7,70186.9,New Business,Employee Referral,BestCase,BDR,10/6/2029,Open,10/6/2023
0068d000009MWIUAA4,Opportunity for Alexander954,Value Proposition,895135,0.5,447567.5,Existing Business,Employee Referral,Pipeline,BDR,12/17/2029,Open,12/17/2023
0068d000009MWIVAA4,Opportunity for Dennis956,Qualification,2285700,0.1,228570,New Business,Employee Referral,Pipeline,AE,11/7/2029,Open,11/7/2023
0068d000009MWIWAA4,Opportunity for Estrada957,Negotiation/Review,488860,0.9,439974,New Business,Trade Show,Forecast,Marketing,11/19/2029,Open,11/19/2023
0068d000009MWIXAA4,Opportunity for Rodriquez958,Qualification,413100,0.1,41310,New Business / Add-on,Partner,Pipeline,AE,3/10/2030,Open,3/10/2022
0068d000009MWIYAA4,Opportunity for Jackson959,Closed Won,2632925,1,2632925,New Business,Public Relations,Closed,AE,4/26/2029,Won,4/26/2023
0068d000009MWIZAA4,Opportunity for McBride960,Closed Won,412385,1,412385,New Business,Public Relations,Closed,BDR,5/18/2029,Won,5/18/2023
0068d000009MWIaAAO,Opportunity for Jimenez961,Needs Analysis,449700,0.2,89940,New Business,Employee Referral,Pipeline,Alliances,11/16/2029,Open,11/16/2023
0068d000009MWIbAAO,Opportunity for Moore962,Negotiation/Review,39960,0.9,35964,New Business,Advertisement,Forecast,AE,11/25/2029,Open,11/25/2023
0068d000009MWIcAAO,Opportunity for Wade966,Needs Analysis,552000,0.2,110400,New Business,Web,Pipeline,Marketing,1/13/2030,Open,1/13/2022
0068d000009MW9iAAG,Opportunity for Willis238,Closed Won,2250950,1,2250950,New Business,Seminar - Internal,Closed,Alliances,6/3/2028,Won,6/3/2022
0068d000009MW9mAAG,Opportunity for Padilla247,Closed Lost,1214160,0,0,New Business / Add-on,Partner,Omitted,AE,2/14/2029,Lost,2/14/2023
0068d000009MW9nAAG,Opportunity for Barnett252,Closed Won,431194,1,431194,Existing Business,Employee Referral,Closed,BDR,2/14/2029,Won,2/14/2023
0068d000009MW9oAAG,Opportunity for Ford255,Closed Won,377690,1,377690,New Business / Add-on,Partner,Closed,AE,10/2/2028,Won,10/2/2022
0068d000009MW9pAAG,Opportunity for Cooper256,Closed Lost,2218900,0,0,Existing Business,Advertisement,Omitted,BDR,5/4/2029,Lost,5/4/2023
0068d000009MWBUAA4,Opportunity for Foster1871,Closed Won,1628800,1,1628800,New Business,Employee Referral,Closed,AE,6/14/2028,Won,6/14/2022
0068d000009MWBVAA4,Opportunity for McDaniel1873,Closed Won,3694000,1,3694000,New Business,Web,Closed,AE,10/11/2028,Won,10/11/2022
0068d000009MWBWAA4,Opportunity for Gibbs1874,Proposal/Price Quote,2058100,0.75,1543575,New Business / Add-on,Trade Show,BestCase,Marketing,10/12/2029,Open,10/12/2023
0068d000009MWBXAA4,Opportunity for Medina1876,Needs Analysis,2859100,0.2,571820,Existing Business,Word of mouth,Pipeline,Alliances,2/26/2030,Open,2/26/2022
0068d000009MWBYAA4,Opportunity for Kim733,Closed Won,238018,1,238018,New Business,Advertisement,Closed,BDR,6/10/2029,Won,6/10/2023
0068d000009MWBZAA4,Opportunity for Curry734,Qualification,40380,0.1,4038,New Business / Add-on,Partner,Pipeline,BDR,10/14/2029,Open,10/14/2023
0068d000009MWBaAAO,Opportunity for Schultz736,Closed Lost,324200,0,0,New Business,Word of mouth,Omitted,Marketing,8/14/2028,Lost,8/14/2022
0068d000009MWBbAAO,Opportunity for Garner740,Perception Analysis,155600,0.7,108920,New Business / Add-on,Employee Referral,BestCase,Alliances,10/8/2029,Open,10/8/2023
0068d000009MWBeAAO,Opportunity for Watts745,Closed Won,676500,1,676500,New Business / Add-on,Public Relations,Closed,AE,9/3/2028,Won,9/3/2022
0068d000009MWBfAAO,Opportunity for Freeman746,Closed Won,1411200,1,1411200,New Business,Word of mouth,Closed,BDR,2/13/2029,Won,2/13/2023
0068d000009MWBgAAO,Opportunity for Hopkins747,Closed Won,218798,1,218798,New Business,Advertisement,Closed,AE,5/27/2029,Won,5/27/2023
0068d000009MWBhAAO,Opportunity for Clayton750,Closed Won,411166,1,411166,Existing Business,Employee Referral,Closed,Alliances,2/4/2029,Won,2/4/2023
0068d000009MWDiAAO,Opportunity for Griffin1933,Closed Won,150043,1,150043,New Business / Add-on,Employee Referral,Closed,AE,4/7/2029,Won,4/7/2023
0068d000009MWDjAAO,Opportunity for Daniel1935,Closed Won,1454500,1,1454500,New Business,Web,Closed,Alliances,1/6/2029,Won,1/6/2023
0068d000009MWDkAAO,Opportunity for Joseph1936,Closed Won,2920800,1,2920800,New Business,Web,Closed,AE,8/2/2029,Won,8/2/2023
0068d000009MWDlAAO,Opportunity for Todd1938,Qualification,466200,0.1,46620,New Business,Web,Pipeline,Marketing,2/15/2030,Open,2/15/2022
0068d000009MWDmAAO,Opportunity for Warner1943,Closed Won,1844200,1,1844200,New Business,Public Relations,Closed,Marketing,10/9/2028,Won,10/9/2022
0068d000009MWDoAAO,Opportunity for Waters1946,Closed Lost,17000,0,0,New Business / Add-on,Employee Referral,Omitted,AE,8/5/2029,Lost,8/5/2023
0068d000009MWDpAAO,Opportunity for Baldwin443,Closed Lost,852720,0,0,New Business,Employee Referral,Omitted,BDR,5/28/2029,Lost,5/28/2023
0068d000009MWDqAAO,Opportunity for Gross444,Closed Lost,683100,0,0,New Business / Add-on,Partner,Omitted,Marketing,9/16/2028,Lost,9/16/2022
0068d000009MWDrAAO,Opportunity for Barker446,Closed Lost,1794340,0,0,New Business,Partner,Omitted,BDR,5/11/2029,Lost,5/11/2023
0068d000009MWDsAAO,Opportunity for Harrington447,Closed Won,287850,1,287850,Existing Business,Word of mouth,Closed,BDR,11/12/2028,Won,11/12/2022
0068d000009MWDtAAO,Opportunity for Barnes448,Closed Won,182000,1,182000,New Business / Add-on,Trade Show,Closed,Marketing,12/23/2028,Won,12/23/2022
0068d000009MWDvAAO,Opportunity for Beck451,Closed Won,1518400,1,1518400,New Business,Partner,Closed,Marketing,10/3/2028,Won,10/3/2022
0068d000009MWDwAAO,Opportunity for Bryan454,Closed Lost,380500,0,0,New Business / Add-on,Web,Omitted,Alliances,2/1/2029,Lost,2/1/2023
0068d000009MWFRAA4,Opportunity for Kelley1593,Closed Lost,1498260,0,0,New Business,Web,Omitted,Alliances,5/29/2029,Lost,5/29/2023
0068d000009MWFSAA4,Opportunity for Wood1594,Closed Lost,140105,0,0,New Business,Word of mouth,Omitted,AE,5/18/2029,Lost,5/18/2023
0068d000009MWFTAA4,Opportunity for Alvarado1597,Closed Won,4824325,1,4824325,New Business / Add-on,Partner,Closed,Alliances,5/5/2029,Won,5/5/2023
0068d000009MWFUAA4,Opportunity for Simpson1598,Closed Won,204600,1,204600,Existing Business,Word of mouth,Closed,AE,10/31/2028,Won,10/31/2022
0068d000009MWFWAA4,Opportunity for Barker1602,Needs Analysis,951000,0.2,190200,Existing Business,Advertisement,Pipeline,BDR,11/25/2029,Open,11/25/2023
0068d000009MWFXAA4,Opportunity for Cunningham1976,Closed Won,503975,1,503975,New Business / Add-on,Employee Referral,Closed,Alliances,3/11/2029,Won,3/11/2023
0068d000009MWFZAA4,Opportunity for Ellis1978,Closed Won,2745600,1,2745600,Existing Business,Word of mouth,Closed,Marketing,6/4/2029,Won,6/4/2023
0068d000009MWFaAAO,Opportunity for McLaughlin1979,Closed Won,98850,1,98850,New Business,Web,Closed,AE,8/20/2029,Won,8/20/2023
0068d000009MWFbAAO,Opportunity for Park1980,Value Proposition,532950,0.5,266475,New Business,Advertisement,Pipeline,Marketing,11/29/2029,Open,11/29/2023
0068d000009MWFcAAO,Opportunity for Mitchell1983,Closed Won,1667600,1,1667600,New Business / Add-on,Trade Show,Closed,Marketing,7/8/2028,Won,7/8/2022
0068d000009MWFeAAO,Opportunity for Paul1992,Closed Lost,650350,0,0,New Business,Public Relations,Omitted,Marketing,8/21/2029,Lost,8/21/2023
0068d000009MWFfAAO,Opportunity for Burton1994,Needs Analysis,987930,0.2,197586,New Business / Add-on,Advertisement,Pipeline,Alliances,2/4/2030,Open,2/4/2022
0068d000009MWFgAAO,Opportunity for Santiago1997,Closed Won,1394000,1,1394000,New Business,Word of mouth,Closed,Alliances,8/10/2029,Won,8/10/2023
0068d000009MWFiAAO,Opportunity for Spencer490,Closed Lost,281412,0,0,New Business,Advertisement,Omitted,AE,7/14/2029,Lost,7/14/2023
0068d000009MWFjAAO,Opportunity for Wilkerson493,Closed Won,597750,1,597750,New Business,Trade Show,Closed,AE,1/31/2029,Won,1/31/2023
0068d000009MWIdAAO,Opportunity for Luna1331,Closed Won,1010900,1,1010900,New Business,Partner,Closed,AE,12/8/2028,Won,12/8/2022
0068d000009MWIfAAO,Opportunity for Malone1334,Needs Analysis,3847700,0.2,769540,New Business / Add-on,Trade Show,Pipeline,AE,2/4/2030,Open,2/4/2022
0068d000009MWIgAAO,Opportunity for Sharp1336,Closed Won,257198,1,257198,New Business,Word of mouth,Closed,AE,7/24/2029,Won,7/24/2023
0068d000009MWIhAAO,Opportunity for Shaw1337,Closed Lost,620200,0,0,New Business,Employee Referral,Omitted,Alliances,8/16/2029,Lost,8/16/2023
0068d000009MWIjAAO,Opportunity for Gibbs1339,Closed Won,2983800,1,2983800,Existing Business,Employee Referral,Closed,AE,3/6/2029,Won,3/6/2023
0068d000009MWIkAAO,Opportunity for Chavez1340,Closed Won,289140,1,289140,New Business,Partner,Closed,AE,7/11/2029,Won,7/11/2023
0068d000009MWImAAO,Opportunity for Sanders1345,Closed Won,773640,1,773640,Existing Business,Seminar - Internal,Closed,Marketing,7/19/2029,Won,7/19/2023
0068d000009MWInAAO,Opportunity for Sparks1346,Closed Won,1567780,1,1567780,New Business / Add-on,Advertisement,Closed,AE,4/27/2029,Won,4/27/2023
0068d000009MWIqAAO,Opportunity for Johnson1707,Needs Analysis,3612800,0.2,722560,New Business / Add-on,Trade Show,Pipeline,Marketing,11/8/2029,Open,11/8/2023
0068d000009MWIrAAO,Opportunity for Parker1715,Negotiation/Review,886570,0.9,797913,New Business / Add-on,Partner,Forecast,AE,9/29/2029,Open,9/29/2023
0068d000009MWIsAAO,Opportunity for Erickson1716,Value Proposition,1771150,0.5,885575,New Business / Add-on,Employee Referral,Pipeline,Marketing,9/11/2029,Open,9/11/2023
0068d000009MWItAAO,Opportunity for Lewis1718,Closed Won,1415700,1,1415700,New Business,Employee Referral,Closed,Marketing,8/5/2029,Won,8/5/2023
0068d000009MWIuAAO,Opportunity for French1719,Closed Won,1840000,1,1840000,New Business,Advertisement,Closed,AE,4/23/2029,Won,4/23/2023
0068d000009MWDyAAO,Opportunity for Mendez460,Closed Won,23245,1,23245,New Business,Partner,Closed,Alliances,1/14/2029,Won,1/14/2023
0068d000009MWDzAAO,Opportunity for Christensen462,Closed Won,133800,1,133800,New Business,Word of mouth,Closed,AE,7/23/2028,Won,7/23/2022
0068d000009MWE0AAO,Opportunity for Stevenson463,Closed Lost,103690,0,0,New Business / Add-on,Employee Referral,Omitted,Marketing,3/27/2029,Lost,3/27/2023
0068d000009MWE1AAO,Opportunity for Arnold464,Closed Won,805000,1,805000,New Business / Add-on,Partner,Closed,AE,11/3/2028,Won,11/3/2022
0068d000009MWE2AAO,Opportunity for Wolfe807,Closed Won,3198400,1,3198400,New Business,Web,Closed,AE,9/18/2028,Won,9/18/2022
0068d000009MWE3AAO,Opportunity for Hamilton810,Needs Analysis,895290,0.2,179058,New Business,Web,Pipeline,BDR,3/28/2030,Open,3/28/2022
0068d000009MWE6AAO,Opportunity for Stokes814,Needs Analysis,1750,0.2,350,New Business / Add-on,Employee Referral,Pipeline,BDR,11/9/2029,Open,11/9/2023
0068d000009MWE7AAO,Opportunity for Goodman815,Closed Won,323550,1,323550,Existing Business,Employee Referral,Closed,Alliances,5/20/2029,Won,5/20/2023
0068d000009MWE8AAO,Opportunity for Carter816,Closed Won,14720,1,14720,New Business,Employee Referral,Closed,AE,3/29/2029,Won,3/29/2023
0068d000009MWE9AAO,Opportunity for Banks821,Perception Analysis,133017,0.7,93111.9,New Business,Employee Referral,BestCase,Marketing,11/20/2029,Open,11/20/2023
0068d000009MWEAAA4,Opportunity for Johnston824,Value Proposition,913860,0.5,456930,Existing Business,Web,Pipeline,BDR,11/16/2029,Open,11/16/2023
0068d000009MWFkAAO,Opportunity for Lyons494,Qualification,2371900,0.1,237190,New Business,Advertisement,Pipeline,Alliances,3/16/2030,Open,3/16/2022
0068d000009MWFnAAO,Opportunity for Reeves502,Closed Lost,439140,0,0,New Business / Add-on,Public Relations,Omitted,AE,4/13/2029,Lost,4/13/2023
0068d000009MWFoAAO,Opportunity for Pope508,Closed Lost,499523,0,0,New Business / Add-on,Partner,Omitted,BDR,8/7/2029,Lost,8/7/2023
0068d000009MWFpAAO,Opportunity for Fernandez851,Closed Won,352350,1,352350,Existing Business,Employee Referral,Closed,AE,6/26/2029,Won,6/26/2023
0068d000009MWFqAAO,Opportunity for Gordon852,Qualification,762410,0.1,76241,New Business / Add-on,Trade Show,Pipeline,AE,12/2/2029,Open,12/2/2023
0068d000009MWFwAAO,Opportunity for Gordon872,Closed Won,339815,1,339815,New Business / Add-on,Web,Closed,AE,9/18/2028,Won,9/18/2022
0068d000009MWFxAAO,Opportunity for Rogers1242,Closed Won,3907275,1,3907275,New Business,Trade Show,Closed,AE,4/8/2029,Won,4/8/2023
0068d000009MWFyAAO,Opportunity for Newton1243,Closed Won,288925,1,288925,New Business / Add-on,Seminar - Internal,Closed,Marketing,12/3/2028,Won,12/3/2022
0068d000009MWFzAAO,Opportunity for Parks1244,Closed Won,436500,1,436500,Existing Business,Public Relations,Closed,BDR,5/24/2029,Won,5/24/2023
0068d000009MWG0AAO,Opportunity for Hall1246,Value Proposition,937550,0.5,468775,New Business / Add-on,Word of mouth,Pipeline,AE,8/23/2029,Open,8/23/2023
0068d000009MWG1AAO,Opportunity for Cole1249,Perception Analysis,50890,0.7,35623,New Business / Add-on,Advertisement,BestCase,Alliances,8/23/2029,Open,8/23/2023
0068d000009MWG2AAO,Opportunity for Morton1251,Closed Won,25095,1,25095,New Business,Seminar - Internal,Closed,AE,3/16/2029,Won,3/16/2023
0068d000009MWIvAAO,Opportunity for Duncan1725,Prospecting,847450,0.1,84745,Existing Business,Public Relations,Pipeline,BDR,10/11/2029,Open,10/11/2023
0068d000009MWIwAAO,Opportunity for Leonard584,Qualification,318600,0.1,31860,Existing Business,Word of mouth,Pipeline,Marketing,1/11/2030,Open,1/11/2022
0068d000009MWIyAAO,Opportunity for Santiago590,Closed Lost,57510,0,0,Existing Business,Trade Show,Omitted,BDR,4/4/2029,Lost,4/4/2023
0068d000009MWIzAAO,Opportunity for Morton591,Proposal/Price Quote,1741100,0.75,1305825,New Business / Add-on,Word of mouth,BestCase,AE,9/15/2029,Open,9/15/2023
0068d000009MWJ0AAO,Opportunity for Reynolds593,Qualification,3503360,0.1,350336,New Business,Word of mouth,Pipeline,Marketing,9/17/2029,Open,9/17/2023
0068d000009MWJ1AAO,Opportunity for Bowers595,Closed Won,681410,1,681410,New Business,Public Relations,Closed,AE,3/13/2029,Won,3/13/2023
0068d000009MWJ2AAO,Opportunity for Armstrong600,Prospecting,2102240,0.1,210224,New Business / Add-on,Web,Pipeline,Alliances,2/17/2030,Open,2/17/2022
0068d000009MWJ3AAO,Opportunity for Johnston601,Closed Lost,377520,0,0,New Business / Add-on,Public Relations,Omitted,AE,8/12/2028,Lost,8/12/2022
0068d000009MWJ4AAO,Opportunity for Nash605,Closed Won,1840600,1,1840600,New Business / Add-on,Web,Closed,AE,6/13/2029,Won,6/13/2023
0068d000009MWJ5AAO,Opportunity for Evans607,Closed Lost,341390,0,0,New Business,Web,Omitted,AE,2/4/2029,Lost,2/4/2023
0068d000009MWJ6AAO,Opportunity for Norman968,Closed Won,728525,1,728525,New Business,Web,Closed,AE,6/6/2029,Won,6/6/2023
0068d000009MWJ7AAO,Opportunity for Keller977,Closed Lost,54900,0,0,New Business / Add-on,Word of mouth,Omitted,AE,6/12/2029,Lost,6/12/2023
0068d000009MWEEAA4,Opportunity for Hayes1197,Perception Analysis,1593200,0.7,1115240,Existing Business,Advertisement,BestCase,AE,8/23/2029,Open,8/23/2023
0068d000009MWEFAA4,Opportunity for Logan1198,Closed Lost,40480,0,0,New Business,Employee Referral,Omitted,AE,7/28/2029,Lost,7/28/2023
0068d000009MWEIAA4,Opportunity for Nichols1204,Closed Won,2169600,1,2169600,New Business,Public Relations,Closed,AE,7/10/2029,Won,7/10/2023
0068d000009MWEKAA4,Opportunity for Howard1207,Value Proposition,449438,0.5,224719,New Business,Web,Pipeline,AE,3/8/2030,Open,3/8/2022
0068d000009MWELAA4,Opportunity for Murray1210,Closed Won,1639550,1,1639550,New Business / Add-on,Partner,Closed,Marketing,4/6/2029,Won,4/6/2023
0068d000009MWEMAA4,Opportunity for Wagner1214,Closed Lost,580000,0,0,New Business / Add-on,Advertisement,Omitted,Marketing,1/27/2029,Lost,1/27/2023
0068d000009MWENAA4,Opportunity for Thomas1215,Closed Won,342886,1,342886,New Business / Add-on,Web,Closed,Marketing,9/3/2028,Won,9/3/2022
0068d000009MWEOAA4,Opportunity for Yates1567,Closed Lost,7425,0,0,New Business,Employee Referral,Omitted,Marketing,5/7/2029,Lost,5/7/2023
0068d000009MWEQAA4,Opportunity for Curtis1571,Closed Won,198000,1,198000,New Business,Web,Closed,Marketing,6/4/2029,Won,6/4/2023
0068d000009MWERAA4,Opportunity for Clark1572,Closed Lost,480891,0,0,Existing Business,Public Relations,Omitted,Marketing,2/1/2029,Lost,2/1/2023
0068d000009MWESAA4,Opportunity for Williamson1573,Closed Lost,3990000,0,0,New Business / Add-on,Public Relations,Omitted,AE,5/26/2029,Lost,5/26/2023
0068d000009MWETAA4,Opportunity for Goodwin1575,Closed Won,122651,1,122651,New Business,Trade Show,Closed,AE,8/17/2028,Won,8/17/2022
0068d000009MWEVAA4,Opportunity for Sims1582,Closed Won,119967,1,119967,New Business,Seminar - Internal,Closed,BDR,1/26/2029,Won,1/26/2023
0068d000009MWEBAA4,Opportunity for Powell825,Closed Won,230520,1,230520,New Business,Employee Referral,Closed,Alliances,11/25/2028,Won,11/25/2022
0068d000009MWECAA4,Opportunity for Parks826,Closed Won,411185,1,411185,Existing Business,Partner,Closed,AE,8/1/2029,Won,8/1/2023
0068d000009MWEDAA4,Opportunity for Stone1195,Closed Lost,1817815,0,0,New Business,Word of mouth,Omitted,Alliances,4/21/2029,Lost,4/21/2023
0068d000009MWG7AAO,Opportunity for Delgado1258,Closed Lost,2129900,0,0,New Business / Add-on,Employee Referral,Omitted,Marketing,11/30/2028,Lost,11/30/2022
0068d000009MWG8AAO,Opportunity for Terry1604,Closed Won,259500,1,259500,New Business,Seminar - Internal,Closed,Alliances,6/29/2028,Won,6/29/2022
0068d000009MWGBAA4,Opportunity for Cook1618,Closed Lost,835870,0,0,New Business,Web,Omitted,AE,7/12/2029,Lost,7/12/2023
0068d000009MWGCAA4,Opportunity for Singleton1620,Closed Won,3057500,1,3057500,New Business,Web,Closed,Marketing,3/1/2029,Won,3/1/2023
0068d000009MWGDAA4,Opportunity for Stanley1623,Closed Won,15637,1,15637,New Business / Add-on,Trade Show,Closed,Alliances,8/16/2029,Won,8/16/2023
0068d000009MWGEAA4,Opportunity for Morrison510,Closed Won,75289,1,75289,New Business,Advertisement,Closed,Alliances,11/17/2028,Won,11/17/2022
0068d000009MWGFAA4,Opportunity for Elliott511,Needs Analysis,679555,0.2,135911,New Business,Public Relations,Pipeline,Alliances,12/30/2029,Open,12/30/2023
0068d000009MWGGAA4,Opportunity for Wilkerson513,Closed Won,138690,1,138690,New Business,Word of mouth,Closed,AE,4/4/2029,Won,4/4/2023
0068d000009MWGIAA4,Opportunity for Collier517,Qualification,211050,0.1,21105,New Business / Add-on,Employee Referral,Pipeline,BDR,10/27/2029,Open,10/27/2023
0068d000009MWGKAA4,Opportunity for Hansen520,Value Proposition,104940,0.5,52470,New Business / Add-on,Partner,Pipeline,Marketing,10/12/2029,Open,10/12/2023
0068d000009MWGLAA4,Opportunity for Clarke523,Closed Lost,4805100,0,0,New Business / Add-on,Web,Omitted,Alliances,4/5/2029,Lost,4/5/2023
0068d000009MWGMAA4,Opportunity for Dennis524,Closed Won,3390620,1,3390620,New Business,Trade Show,Closed,AE,2/13/2029,Won,2/13/2023
0068d000009MWJAAA4,Opportunity for Jennings981,Qualification,141300,0.1,14130,New Business,Partner,Pipeline,AE,2/11/2030,Open,2/11/2022
0068d000009MWJBAA4,Opportunity for Weber983,Closed Lost,279405,0,0,New Business,Partner,Omitted,BDR,3/18/2029,Lost,3/18/2023
0068d000009MWJDAA4,Opportunity for Lane987,Closed Won,316254,1,316254,New Business,Employee Referral,Closed,AE,2/6/2029,Won,2/6/2023
0068d000009MWJEAA4,Opportunity for Lloyd988,Proposal/Price Quote,2243150,0.75,1682362.5,Existing Business,Public Relations,BestCase,AE,9/2/2029,Open,9/2/2023
0068d000009MWJFAA4,Opportunity for Porter991,Perception Analysis,2158750,0.7,1511125,New Business,Seminar - Internal,BestCase,AE,10/10/2029,Open,10/10/2023
0068d000009MWJHAA4,Opportunity for Gomez1357,Closed Lost,3618750,0,0,New Business / Add-on,Employee Referral,Omitted,BDR,7/11/2029,Lost,7/11/2023
0068d000009MWJIAA4,Opportunity for Sullivan1358,Closed Won,163530,1,163530,New Business,Word of mouth,Closed,AE,4/29/2029,Won,4/29/2023
0068d000009MWJJAA4,Opportunity for Harrison1359,Qualification,475597,0.1,47559.7,New Business,Partner,Pipeline,BDR,10/12/2029,Open,10/12/2023
0068d000009MWJKAA4,Opportunity for Austin1360,Value Proposition,347730,0.5,173865,New Business,Word of mouth,Pipeline,BDR,9/20/2029,Open,9/20/2023
0068d000009MWJMAA4,Opportunity for Dean1363,Closed Won,156655,1,156655,New Business / Add-on,Employee Referral,Closed,AE,6/15/2029,Won,6/15/2023
0068d000009MWJNAA4,Opportunity for Ferguson1365,Needs Analysis,3541100,0.2,708220,Existing Business,Employee Referral,Pipeline,BDR,10/12/2029,Open,10/12/2023
0068d000009MWJOAA4,Opportunity for Harvey1369,Closed Won,802240,1,802240,Existing Business,Word of mouth,Closed,Marketing,12/20/2028,Won,12/20/2022
0068d000009MWJPAA4,Opportunity for Wilkins1370,Needs Analysis,2649500,0.2,529900,New Business / Add-on,Word of mouth,Pipeline,BDR,1/8/2030,Open,1/8/2022
0068d000009MWJQAA4,Opportunity for Wilkins1372,Closed Won,932900,1,932900,New Business / Add-on,Partner,Closed,AE,3/25/2029,Won,3/25/2023
0068d000009MWJRAA4,Opportunity for Olson1373,Closed Won,25739,1,25739,New Business / Add-on,Partner,Closed,AE,1/25/2029,Won,1/25/2023
0068d000009MWJSAA4,Opportunity for Dennis1374,Closed Won,3463920,1,3463920,Existing Business,Trade Show,Closed,Alliances,5/12/2029,Won,5/12/2023
0068d000009MWJTAA4,Opportunity for Buchanan1727,Closed Lost,112000,0,0,New Business,Seminar - Internal,Omitted,AE,7/25/2029,Lost,7/25/2023
0068d000009MW6zAAG,Opportunity for Conner5,Qualification,32400,0.1,3240,Existing Business,Employee Referral,Pipeline,Alliances,11/10/2029,Open,11/10/2023
0068d000009MW73AAG,Opportunity for McDonald13,Closed Won,240747,1,240747,New Business / Add-on,Word of mouth,Closed,AE,7/24/2028,Won,7/24/2022
0068d000009MW74AAG,Opportunity for Jefferson17,Closed Won,21640,1,21640,New Business / Add-on,Trade Show,Closed,Marketing,3/31/2029,Won,3/31/2023
0068d000009MW75AAG,Opportunity for McLaughlin130,Negotiation/Review,1249000,0.9,1124100,Existing Business,Advertisement,Forecast,Marketing,9/27/2029,Open,9/27/2023
0068d000009MW76AAG,Opportunity for Chandler133,Perception Analysis,754640,0.7,528248,New Business,Trade Show,BestCase,AE,8/27/2029,Open,8/27/2023
0068d000009MW77AAG,Opportunity for Rice134,Closed Won,243450,1,243450,New Business,Word of mouth,Closed,AE,6/10/2028,Won,6/10/2022
0068d000009MW79AAG,Opportunity for Barnes141,Qualification,363400,0.1,36340,New Business / Add-on,Word of mouth,Pipeline,BDR,9/8/2029,Open,9/8/2023
0068d000009MW7CAAW,Opportunity for Norman145,Closed Won,800000,1,800000,New Business,Seminar - Internal,Closed,Alliances,7/3/2028,Won,7/3/2022
0068d000009MW7DAAW,Opportunity for Edwards146,Perception Analysis,4212140,0.7,2948498,New Business,Public Relations,BestCase,Marketing,9/14/2029,Open,9/14/2023
0068d000009MW7EAAW,Opportunity for Williams149,Needs Analysis,2305550,0.2,461110,New Business,Employee Referral,Pipeline,BDR,8/26/2029,Open,8/26/2023
0068d000009MW7FAAW,Opportunity for Wagner150,Closed Lost,2660660,0,0,Existing Business,Employee Referral,Omitted,AE,4/29/2029,Lost,4/29/2023
0068d000009MW7GAAW,Opportunity for Lewis258,Closed Won,309938,1,309938,New Business / Add-on,Word of mouth,Closed,Marketing,11/5/2028,Won,11/5/2022
